Open,Adj Close,Volume,Company,Direction,,,Open,Adj Close,Volume,Company
14.632,14.222,975500,1,0,,,1.338226029,7.846896367,-0.661891057,1
14.15,14.378,1515500,1,0,,,1.084804456,8.002896367,-0.328205933,1
14.464,14.496,2146000,1,0,,,1.249896518,8.120896367,0.061402346,1
14.4,14.21,2072500,1,0,,,1.216247181,7.834896367,0.015984093,1
14.3,14.46,2181500,1,0,,,1.163670091,8.084896367,0.083339053,1
13.616,14.002,3800000,1,0,,,0.804042796,7.626896367,1.083467521,1
13.876,13.798,6181000,1,0,,,0.94074323,7.422896367,2.554771742,1
14.202,14.13,5612500,1,0,,,1.112144543,7.754896367,2.203475459,1
14.24,14.31,5854500,1,0,,,1.132123837,7.934896367,2.35301583,1
14.108,13.904,1683000,1,0,,,1.062722078,7.528896367,-0.224701751,1
13.86,13.72,7994500,1,0,,,0.932330896,7.344896367,3.675397616,1
14,14.106,1918500,1,0,,,1.005938821,7.730896367,-0.079177961,1
14.204,14.264,1740500,1,0,,,1.113196085,7.888896367,-0.189170465,1
14.176,14.08,3242500,1,0,,,1.098474499,7.704896367,0.738968528,1
14.136,14.36,1964500,1,0,,,1.077443663,7.984896367,-0.050752932,1
14.256,14.386,5358000,1,0,,,1.140536171,8.010896367,2.046210896,1
14.77,14.674,2528000,1,0,,,1.410782413,8.298896367,0.297453674,1
14.918,15.02,2657500,1,0,,,1.488596506,8.644896367,0.37747631,1
15.3,15.29,1570500,1,0,,,1.689440989,8.914896367,-0.294219485,1
15.59,15.474,1087500,1,0,,,1.84191455,9.098896367,-0.59268229,1
15.29,15.326,1328500,1,0,,,1.68418328,8.950896367,-0.443759855,1
